credit_score,income,loan_amount,employment_status,loan_purpose,previous_defaults,risk_label
628,110639,47017,1,0,3,0
415,113410,35013,1,1,2,0
636,29215,19455,0,3,0,0
446,59385,9722,0,1,2,0
622,107580,17812,0,1,0,0
742,97462,35276,2,1,3,0
312,133396,41776,0,2,1,0
793,117037,15060,0,2,4,0
586,115310,18056,0,3,2,0
413,45008,11655,0,1,4,0
779,68928,27574,0,1,1,0
321,103096,18027,1,3,3,1
648,109876,9030,0,0,3,0
619,44976,29243,1,1,1,0
425,133942,38289,1,2,4,0
576,144984,24739,0,0,2,0
503,47626,39168,0,0,0,1
493,118256,49698,0,0,3,0
846,120537,41491,2,0,1,0
585,79789,35013,0,0,4,0
356,24700,11579,0,0,2,0
602,129331,23242,0,3,4,0
462,83645,9781,0,3,2,0
318,140594,25448,0,0,0,0
669,93396,26446,0,2,0,0
563,27526,16043,1,3,1,0
412,123863,24853,1,3,1,0
787,59500,25079,0,0,2,0
626,88049,22101,0,2,2,0
841,93366,5642,1,0,2,0
364,100317,33016,0,2,2,1
591,79117,23932,1,2,0,0
324,76096,49653,0,1,1,0
848,27910,29945,0,3,1,0
300,101383,12549,0,0,3,0
848,91185,18397,0,3,1,0
440,70248,30362,1,3,1,0
487,94656,38717,0,2,4,0
427,21951,28016,0,3,4,0
500,85212,19732,0,1,3,0
426,95701,31911,1,0,2,0
556,99888,22866,0,3,3,1
846,95282,47607,1,0,3,0
493,129274,32621,0,3,0,0
403,114533,17823,0,0,1,0
834,61954,34986,1,0,0,0
564,109719,19690,0,0,1,0
683,28804,44107,0,3,3,1
559,112705,15956,0,1,1,0
713,20595,26303,0,0,2,0
657,49592,41533,0,2,2,0
374,60643,34674,0,2,3,0
654,143721,40595,0,2,4,0
487,82665,7058,0,1,2,0
589,40823,16519,0,0,3,0
344,25972,36115,0,1,0,0
382,35882,5730,2,0,4,0
422,86394,6832,1,1,2,1
657,91055,46368,0,0,3,0
827,43769,27889,0,2,3,0
365,45020,44938,2,0,0,0
674,62748,9179,0,1,0,0
461,122621,11299,0,0,4,0
679,105374,12830,1,3,2,0
657,64912,49207,0,0,3,0
487,32879,42570,0,2,4,0
621,53798,27441,2,0,4,0
749,127791,11615,0,3,0,0
773,109826,11762,0,3,3,0
312,66073,43311,0,3,1,0
483,95791,29709,0,1,0,0
410,86983,42651,1,3,3,0
807,63005,28434,0,1,4,1
589,114731,26343,0,3,4,0
594,22850,20739,2,1,2,0
750,48400,5666,0,3,1,0
514,144948,38044,0,3,0,1
326,31953,32883,0,0,2,0
530,126410,19063,0,3,2,0
620,145155,38649,0,0,1,0
532,43535,39828,2,3,0,0
736,95536,44470,1,3,0,0
832,95039,14429,0,0,4,0
702,141640,37926,0,0,0,0
352,101029,42997,0,1,2,0
612,24055,45724,0,2,4,1
580,58170,37269,0,0,0,1
330,145331,36704,2,1,1,0
636,117944,33391,0,3,2,0
482,127585,29187,0,0,3,0
322,119976,7526,0,0,1,0
843,48251,29686,0,3,1,0
745,24532,12803,0,3,0,0
373,24924,37668,0,3,4,0
309,68037,11574,0,3,4,0
783,98082,13733,0,2,2,1
755,112115,12257,0,0,0,0
459,91621,41051,0,3,4,0
313,97926,20909,0,3,3,0
477,98816,29146,1,2,0,1
711,109654,16802,0,0,0,0
352,90400,12896,0,1,4,0
707,127620,33133,0,0,1,0
321,119525,18526,1,1,0,0
329,121164,16278,0,2,1,0
559,112385,30551,0,3,2,1
504,113102,30298,0,2,2,1
358,30702,40338,0,0,4,0
770,126732,27191,0,3,2,0
765,35385,38092,0,0,4,0
311,29336,28871,1,1,4,0
589,85421,14721,0,0,1,0
653,51225,43413,0,2,1,0
374,56021,35279,0,2,2,0
740,23782,19404,0,2,1,0
540,108877,9486,0,3,0,0
453,135454,40198,1,0,3,0
395,137369,33687,2,3,0,0
593,109630,18156,0,0,0,0
508,69111,5567,0,1,4,0
642,109402,7179,0,0,3,0
387,139774,7019,0,0,4,0
689,142652,20919,0,0,1,0
624,104585,24703,1,0,1,0
456,62719,23704,1,1,3,0
436,116528,23030,0,3,2,0
727,69037,8909,0,2,1,0
751,100103,13015,0,0,0,0
440,129987,8420,0,2,3,0
382,145695,21740,0,2,3,1
476,23513,45253,0,2,1,0
497,135183,35328,0,2,1,0
720,33335,24465,0,0,4,0
700,64140,9131,0,2,4,0
770,124126,15652,1,0,0,0
517,100373,26507,0,1,3,0
474,97658,28806,0,3,2,0
322,54840,24171,0,3,2,0
534,51007,25593,0,0,3,0
312,76947,14470,0,0,0,1
400,126833,49308,0,3,4,0
835,138637,26326,0,2,4,0
822,140721,9597,0,0,4,0
751,113220,42304,2,2,2,0
730,46393,35788,0,0,2,1
832,77480,47725,0,0,0,0
592,137243,41930,0,1,2,0
400,108290,38071,0,1,1,0
801,106335,10067,1,3,2,0
603,124263,10024,0,1,4,0
839,29107,12715,0,1,0,0
654,148181,36770,0,3,3,0
602,25993,16226,0,2,3,0
795,116341,40399,1,1,0,0
526,113650,18412,0,2,1,0
535,123325,49415,0,3,3,1
754,144980,17569,1,0,4,1
312,137595,7369,1,2,3,1
509,72066,49427,0,3,3,1
696,131850,37021,0,2,4,0
399,62942,5528,0,3,2,0
330,36138,48270,0,3,1,0
827,138558,35314,2,0,4,0
628,147408,42443,0,2,4,0
465,64527,23047,0,0,0,0
758,29190,24748,1,0,1,1
399,112259,40109,0,2,2,0
472,139773,18919,0,2,4,0
461,98422,20256,2,3,2,0
562,75698,9905,1,2,4,0
573,102315,13884,1,3,4,0
302,113710,33906,0,3,0,0
327,49086,46911,1,3,3,0
625,37322,10950,0,3,1,0
448,128132,6360,0,3,0,0
839,145604,42895,2,3,2,0
787,120814,26946,0,2,4,1
737,139324,13730,1,2,4,0
364,103569,27161,0,1,1,1
655,105610,32738,0,2,0,0
832,148921,8925,1,0,0,0
551,23435,13463,0,1,2,0
534,121505,22412,0,2,0,0
526,73331,27402,0,0,0,0
824,48942,39010,2,2,3,0
612,79635,30717,0,3,1,0
348,49059,46552,0,1,0,1
417,77557,14797,0,3,2,0
353,133457,25594,2,1,4,1
343,72389,11406,1,1,0,0
352,73014,18965,1,3,0,0
824,52826,18733,0,1,4,0
401,50297,31926,0,1,3,0
697,63890,33783,0,2,1,0
437,41322,22824,0,0,3,0
686,55739,41394,0,3,2,0
410,29719,47842,2,2,0,0
316,99553,33287,1,2,3,0
481,28314,21568,0,3,1,0
835,113831,35436,0,1,2,1
840,95164,26380,1,3,3,1
470,127658,29796,0,0,0,0
708,97028,13031,0,0,1,0
677,56113,26947,0,3,0,0
487,137174,8188,0,2,0,0
529,35357,30669,1,3,2,0
418,118865,40713,0,0,1,0
455,40365,36813,0,3,4,0
764,59029,11765,0,1,0,0
403,21737,28171,1,3,1,1
801,94632,15807,0,2,0,0
474,105474,15204,0,1,3,0
720,98218,32066,2,0,3,0
433,144606,47120,2,3,1,0
690,47499,42367,2,2,2,0
800,130027,27658,1,2,4,0
332,130402,42081,0,0,3,0
354,148692,39986,0,3,2,0
818,127430,18786,0,2,4,0
311,66157,34283,0,1,3,0
827,76247,5056,2,3,4,0
672,148411,37911,1,0,0,0
783,61034,44986,1,1,1,0
527,20294,13559,0,3,3,0
606,118072,31058,2,2,3,0
756,44596,27745,1,0,0,0
459,118185,5615,0,0,3,0
630,31434,13062,1,3,3,0
524,78382,33214,0,0,3,0
803,58098,49288,0,1,3,0
755,24655,43745,0,3,3,0
344,103029,49187,0,1,2,0
513,66228,47548,0,0,3,0
358,23771,15681,0,0,0,0
494,94099,11984,2,0,3,0
788,140811,32579,0,1,4,0
456,76799,30274,1,0,4,1
525,82257,42739,0,3,0,0
711,37558,32399,0,2,2,0
504,119468,36481,0,3,0,0
378,78436,5944,0,2,2,0
423,127779,33457,0,0,1,0
770,144891,14114,0,3,4,0
517,143725,44846,0,1,4,0
815,112103,23130,0,2,4,0
403,143400,17312,1,1,2,0
692,52376,37596,0,2,0,0
733,139154,43551,0,0,2,0
630,107458,14751,0,3,4,0
442,97924,11907,0,2,4,1
839,49332,33114,0,3,4,0
577,66737,30009,2,2,4,0
532,109031,24310,1,2,1,0
828,93970,40725,0,0,4,0
389,71952,23996,0,2,2,0
791,40991,11047,0,1,4,0
498,47472,44017,1,2,3,0
661,79946,33767,0,2,1,0
740,125566,21347,0,2,4,0
325,46849,41527,1,0,3,0
324,21541,29102,1,3,2,0
693,149237,9263,1,3,1,0
806,22765,48049,1,0,4,1
600,63074,6902,2,1,2,0
638,122795,35823,0,1,3,0
566,49283,35540,0,0,1,0
760,121387,40335,1,3,4,0
755,140044,15190,0,1,2,0
659,120161,45843,2,0,1,0
367,20769,32690,0,3,3,0
711,37806,7994,0,1,4,0
790,110518,42997,0,1,1,0
348,22972,7010,0,0,3,0
401,38256,12377,0,3,3,0
515,123903,18036,1,1,2,1
737,145574,31467,0,0,3,0
458,38653,5048,1,1,3,0
788,123579,41978,0,3,0,0
541,106669,21038,0,2,3,0
304,59339,37576,0,1,4,0
660,45757,12878,0,3,1,0
758,123376,32609,1,1,4,0
547,62399,29070,1,2,4,0
721,64013,45647,1,2,2,0
314,117605,26996,2,1,0,1
421,34706,23161,0,0,0,0
576,58231,45148,2,1,4,0
752,47909,7228,1,3,1,1
689,125754,31365,1,0,0,0
593,145777,30188,0,3,0,0
745,96631,47582,2,3,4,0
509,77572,13888,0,0,0,0
601,105879,28130,1,2,2,0
522,83767,44159,0,3,4,0
302,46469,47197,0,1,0,0
817,21313,23790,0,2,0,0
392,27847,29824,0,2,0,0
819,70222,38405,0,0,4,0
727,94702,29474,1,1,1,0
792,29930,22333,0,1,3,0
534,23285,47864,0,2,0,0
460,143637,41355,0,3,3,0
630,55863,38879,0,3,3,0
632,36704,13367,0,1,0,0
349,38705,5722,0,2,0,0
822,20555,36145,0,2,3,0
791,41323,42634,0,2,1,0
571,90968,15139,0,0,3,0
551,86922,7128,0,1,1,0
389,73915,46886,0,1,2,0
745,129543,25617,2,3,1,1
631,30619,33080,0,3,4,0
438,92390,40285,0,1,0,0
656,148918,22533,0,1,2,0
573,128500,37624,0,3,3,0
318,134337,32956,0,1,1,0
610,79274,47443,0,3,2,0
453,93173,38077,0,1,4,0
689,41225,8952,0,0,1,0
559,131266,47460,0,0,3,0
424,46739,27796,0,2,3,0
653,67708,36746,2,1,1,0
572,148041,26249,0,3,4,1
544,73019,5015,0,1,0,0
749,96154,30957,2,1,0,0
546,122097,21005,1,2,3,0
819,27373,26292,0,3,4,1
440,55281,36876,1,1,3,0
661,40187,19817,0,3,0,0
307,87863,30470,0,1,3,1
777,117927,14759,0,2,1,0
651,127113,11412,0,3,1,0
794,104085,25504,0,1,4,0
726,137996,47964,0,0,0,0
338,59220,13507,0,3,4,0
486,142755,26050,0,2,4,0
392,27642,9820,0,0,0,0
385,99971,12835,0,3,2,0
343,75556,32631,0,3,2,0
436,53760,39617,0,3,3,0
720,58192,18587,2,3,2,0
373,144257,39721,0,1,1,0
847,24381,11840,0,1,4,0
811,116583,42834,1,3,3,1
455,39558,36440,0,2,4,0
554,50782,40183,1,1,0,0
470,24782,35636,0,3,2,0
469,111417,7389,0,3,0,0
621,74712,5763,0,2,3,0
755,125764,28925,0,2,1,0
454,114945,31549,0,2,2,0
648,39462,44023,1,0,0,0
750,80030,44941,1,3,2,0
472,88519,28457,0,2,4,0
309,76411,26423,1,3,1,0
564,75206,15518,0,1,2,0
737,117469,48020,0,3,1,0
546,66950,37360,0,3,4,0
845,22523,33173,1,0,4,0
798,80926,14395,0,1,0,0
428,29677,49835,0,1,3,0
626,95828,24207,1,0,0,0
703,35089,43055,0,2,1,0
658,24581,31639,0,2,0,0
316,31907,33924,0,3,2,0
573,25609,12433,0,0,0,0
415,71153,35104,0,2,3,0
390,70539,49052,2,1,3,0
381,64143,42594,0,0,1,0
623,42936,8664,0,2,4,1
413,70182,15528,0,1,3,0
357,128261,33190,0,0,1,0
453,131259,5497,0,3,3,0
703,119524,12641,2,3,3,0
565,115042,9643,0,1,4,0
614,33163,10056,0,2,2,0
340,146686,37899,0,2,1,0
404,79758,10443,0,0,3,0
492,66057,22241,1,1,3,0
700,32537,13712,1,2,0,0
577,42419,13221,0,3,2,0
653,62578,36346,2,1,4,1
555,94991,20660,0,3,1,0
398,141211,43915,0,1,3,0
581,142762,16588,0,0,1,0
702,94599,42372,0,2,4,0
408,20834,47220,2,2,2,0
498,52214,22942,0,2,0,0
602,112934,41373,0,3,2,1
626,143798,6607,1,2,0,0
453,120028,49477,0,1,1,0
704,141286,7016,1,3,2,1
761,22413,8574,0,0,2,0
431,29505,12274,0,3,2,0
383,140681,47703,2,0,4,1
698,122802,20748,0,3,1,0
408,22105,25175,1,2,0,0
520,88104,44174,0,0,2,0
667,148303,16826,1,2,1,0
446,127634,22472,0,3,4,0
411,134897,39129,0,0,4,0
793,78408,9473,1,1,1,0
804,57679,28490,0,1,0,0
774,136908,45087,1,3,1,0
570,134921,46435,1,0,1,0
720,119096,14481,1,1,3,0
666,99731,13520,2,2,4,0
579,132205,31415,0,2,0,0
582,85131,22570,0,3,3,0
339,84280,24798,0,2,1,0
488,35762,8536,0,2,4,1
463,137798,6773,0,2,3,0
835,136854,34894,0,1,3,0
835,126830,48023,0,0,0,1
303,78703,40326,0,3,1,0
589,101434,10079,0,0,0,0
732,83079,30838,1,0,3,0
770,41577,26804,0,0,3,0
480,21214,24675,0,1,0,0
547,106339,30594,1,2,3,0
578,68114,47749,0,3,2,0
553,109234,41292,2,0,4,1
480,83230,13998,0,2,1,0
808,143163,18697,0,1,4,0
625,52980,18429,0,0,1,0
656,87194,12140,1,2,3,0
690,97806,46553,0,1,0,0
384,132333,19901,1,2,0,0
616,57792,28279,0,3,3,1
511,65807,33525,0,2,1,1
814,144297,25491,0,2,3,0
683,145266,8280,0,3,1,0
641,42301,39980,0,3,3,0
337,25141,34989,2,2,3,0
810,136482,13078,0,3,3,0
719,124292,31118,0,2,0,0
468,142984,28985,0,0,1,1
642,33777,21997,1,2,3,0
605,58346,19274,2,1,4,0
841,74703,5868,1,3,4,1
836,114977,31398,2,0,0,0
411,67819,21042,1,3,2,0
710,48469,36820,2,3,0,0
505,23845,26246,1,3,2,0
484,130186,25561,0,1,0,1
681,43290,21254,0,1,4,0
795,132551,39512,0,2,3,0
678,50699,40024,0,1,1,0
346,64252,28996,0,3,3,0
827,118682,33618,0,0,4,0
803,23293,16859,2,0,1,1
321,138017,28580,0,0,2,0
512,139496,10423,1,3,2,1
609,129934,42857,1,1,4,0
571,77089,11608,2,0,1,0
501,131964,47485,2,3,3,0
331,36608,9876,1,3,4,0
742,148713,26038,0,0,2,0
461,86273,33006,0,0,4,0
553,36619,40775,0,2,3,0
820,98006,35810,1,2,0,0
779,135399,19325,1,3,0,0
309,107908,40892,1,2,3,0
804,101653,6753,0,2,1,0
735,34779,34531,0,0,4,0
410,71040,22996,0,2,3,0
452,114830,8275,0,3,0,0
401,76325,13747,0,0,2,0
490,135947,5824,0,2,3,0
380,41630,18880,1,2,3,0
788,125575,48809,0,2,3,0
387,135436,6081,0,1,0,0
493,32178,16517,2,2,0,0
403,39935,26683,0,2,3,0
395,67258,21876,0,3,3,0
722,42784,42532,0,2,1,0
497,83722,13266,0,1,2,0
300,43027,16183,0,0,4,0
706,116544,26066,0,2,4,0
677,77853,17877,0,2,4,0
466,132167,14982,0,3,0,0
808,87359,13968,0,2,0,0
612,92388,31598,1,2,1,0
717,98608,19639,0,2,0,0
776,96669,9674,2,2,3,0
372,35111,9316,0,0,2,0
440,52312,14695,0,3,2,0
561,149321,36094,1,0,2,0
639,44161,27187,0,1,2,0
607,138920,46147,0,2,4,0
544,124823,6214,0,1,4,0
814,145014,28940,0,0,3,0
636,87313,49406,1,1,1,0
375,70374,30685,2,2,0,0
474,44014,48481,0,1,0,0
408,100308,20977,0,0,4,0
482,66389,49839,0,2,2,0
491,130163,40904,2,3,3,0
364,38161,30538,1,0,1,0
773,127800,44386,2,2,4,0
399,27490,43033,0,3,3,0
843,139547,12965,1,1,3,0
427,127197,14597,0,1,4,0
751,44502,46476,0,1,3,1
668,55757,32740,2,2,2,0
342,61111,11569,0,1,3,0
718,118273,42981,2,1,1,0
787,103245,16881,0,3,3,0
377,78645,41996,1,3,0,1
569,130218,37177,0,3,3,0
614,79055,42177,0,2,4,0
467,139815,5590,0,0,0,0
638,28998,31119,0,1,4,0
492,48906,32915,0,1,1,0
752,121026,7708,0,2,2,0
582,90192,43749,0,1,1,0
635,70477,49989,0,2,0,0
689,56901,27106,0,2,2,0
824,111271,22131,0,2,3,0
539,72021,11553,1,0,0,0
782,49092,22881,1,2,2,0
757,21242,6379,0,0,4,0
388,126843,30255,0,0,2,0
394,21831,45128,1,1,4,0
751,70721,8770,0,3,4,0
727,48511,24726,0,0,2,0
450,92782,14088,0,0,1,0
813,117003,39314,0,3,1,0
675,38302,43976,0,0,4,0
321,75568,21350,0,3,0,0
612,23232,46643,0,1,2,0
818,122062,39063,0,2,0,0
505,124301,20861,0,3,1,0
674,71507,18973,0,2,0,0
750,144277,22769,0,3,3,0
478,149999,22326,0,2,3,0
509,96508,41048,2,1,1,0
799,133672,7786,0,0,0,0
763,120128,40001,0,1,2,0
423,30683,6620,0,0,1,0
412,43664,41303,0,2,3,0
311,122364,24589,0,2,1,0
425,140012,7882,0,0,0,0
630,53172,29524,1,3,0,0
582,103641,14745,0,1,0,0
439,84340,41665,1,3,4,0
700,107236,20861,0,2,0,0
396,31017,31171,2,1,3,0
816,56613,31199,1,1,3,0
368,106130,7837,2,3,4,0
417,96920,13599,0,0,3,0
358,50348,20911,0,0,3,0
332,36448,25553,1,1,1,0
617,29491,44489,1,0,0,0
349,98648,28813,2,2,1,0
788,141070,43255,0,3,1,1
318,116557,34520,1,3,3,0
496,78759,34541,0,3,2,0
749,64553,5236,0,1,0,0
751,20968,32350,0,1,2,0
588,20368,49397,0,0,3,0
440,93960,16549,2,3,4,1
383,55010,32453,0,2,1,1
690,74154,40191,0,2,3,0
514,55851,17906,0,3,3,0
825,142761,19988,0,1,2,0
514,45496,32723,0,1,4,0
702,143568,38800,0,1,1,0
427,147152,44107,0,2,4,1
776,50936,32430,1,3,4,0
703,98858,37535,2,2,4,1
328,87005,7940,0,3,0,0
637,57493,26793,0,2,4,0
660,89795,17262,0,2,3,1
691,56390,49420,1,0,0,0
517,30292,42710,0,2,0,0
501,112377,11961,0,3,4,0
316,48365,31499,0,2,3,0
621,37207,45498,2,0,1,0
817,121735,36283,0,0,4,0
624,42912,5633,0,3,0,0
711,122455,11822,2,0,1,0
617,122517,30968,0,0,1,0
381,100771,44255,1,1,0,0
773,76572,24830,0,3,1,0
767,127293,10738,2,0,3,0
724,119083,8098,0,0,3,0
503,133655,34888,1,0,4,0
686,129346,13097,0,3,4,0
397,39276,18136,1,1,1,0
644,117459,43244,0,2,0,0
507,25534,13253,0,1,3,0
813,112005,30208,1,3,2,0
465,121610,9887,0,3,4,0
321,55670,49411,0,3,3,1
453,82147,14492,0,2,1,0
738,118099,40421,1,3,3,0
594,131695,6454,0,1,3,0
518,56486,22522,1,0,1,1
794,85557,43575,0,0,4,0
529,54268,8192,0,3,4,0
319,127338,20775,0,3,2,0
447,101335,15402,0,2,2,1
407,46336,18074,0,0,4,0
702,23641,20245,0,2,4,0
782,107132,41527,0,2,4,0
666,52959,30936,2,2,4,1
713,33306,32002,0,2,3,0
608,66182,20683,0,1,2,0
433,94123,17460,0,3,1,0
582,76326,35482,0,3,0,0
372,116895,21447,0,2,1,0
780,41498,22729,0,2,0,0
651,90198,25545,1,1,3,0
625,122630,33204,0,2,2,0
742,127369,14814,0,1,0,0
399,47197,18890,0,1,4,0
358,40719,6740,0,2,3,0
807,110201,35121,0,3,0,0
557,128775,16218,0,1,4,0
712,45032,11055,0,3,3,0
751,79624,27705,0,3,0,0
364,98177,39722,1,1,4,0
453,61964,47000,0,0,2,0
565,50028,11439,0,1,3,0
378,131030,35921,0,0,0,0
614,74646,38729,0,1,4,1
547,101187,28211,0,1,2,0
713,28536,35614,0,3,4,0
324,137399,22601,1,3,2,0
583,76747,32796,0,2,0,0
748,65712,11007,0,3,4,0
600,26273,25514,0,3,4,0
367,91820,22776,0,3,1,0
306,145342,7076,0,3,3,0
436,111228,30350,0,2,4,0
463,94353,43964,0,3,2,0
382,114491,21292,0,0,3,0
719,112091,36510,0,0,0,0
372,105914,33000,1,2,3,0
536,70830,48083,0,3,1,0
345,126718,35383,0,0,0,0
561,37127,16785,1,1,4,0
475,135150,45910,1,0,0,0
465,103488,44028,1,3,0,1
669,31539,29855,0,0,1,0
353,66761,29281,1,1,2,0
718,66219,9841,0,0,0,0
806,34692,36668,0,3,2,0
640,103656,31918,0,1,3,0
426,33334,22443,1,2,1,0
708,48615,37250,0,1,4,0
666,27903,6922,0,0,0,0
570,48527,36976,0,2,2,0
678,35629,16991,0,1,0,0
372,141690,43869,1,1,1,0
547,78008,27733,0,1,4,0
342,103276,7473,0,3,3,1
676,119318,13108,1,2,3,0
340,46708,33715,0,2,2,0
469,30860,47811,0,1,3,0
511,37438,37210,1,2,2,0
792,87300,42317,2,0,4,0
338,149263,38362,1,0,0,0
668,91545,9889,0,1,1,0
450,40842,29021,0,0,4,0
410,80213,13212,0,1,4,0
779,62372,36971,0,0,3,0
735,134316,8201,0,1,3,0
346,118971,45622,0,1,1,0
665,88906,44531,1,2,0,0
368,58744,48421,0,2,4,0
598,136082,29346,0,1,3,1
595,77442,42958,0,2,4,0
502,149070,18715,0,2,0,0
360,105990,10681,2,3,2,0
613,141670,41446,0,0,0,0
460,126917,21720,0,2,4,0
630,123903,6667,0,1,4,0
827,23650,33152,0,3,1,1
637,65117,13204,0,3,4,0
603,111244,42890,1,2,3,0
802,128198,29537,0,1,1,0
637,72772,16217,0,1,4,0
849,23190,38741,0,1,0,0
574,68113,25654,1,1,4,1
463,28789,6408,1,1,0,0
742,52125,47903,0,0,0,0
618,118695,23672,0,1,4,0
803,37459,46506,1,1,0,1
686,55418,6218,1,0,2,0
793,131904,41145,1,2,1,1
789,67085,48732,1,3,4,0
372,38768,35105,0,0,2,0
808,69961,9098,0,3,0,0
689,101099,12619,1,3,0,0
594,142735,16939,2,0,1,0
668,47885,23226,0,1,2,0
848,107421,30322,0,3,2,0
486,81082,21878,2,1,4,1
744,26895,11560,0,2,0,0
662,70311,43278,1,0,3,1
422,109494,41212,0,3,4,0
487,87067,34299,0,1,4,0
719,91017,12543,0,3,4,1
551,43932,28946,0,2,1,0
848,41360,36740,0,2,1,0
634,74847,12253,0,3,4,0
391,129178,18775,1,0,3,0
829,110365,37813,2,2,2,0
362,105468,32632,0,1,2,0
811,146065,7057,0,2,0,0
438,58931,38431,0,1,2,0
484,75823,42436,0,3,2,0
504,58032,23413,0,1,3,0
513,135919,35225,0,3,2,0
555,101426,43485,0,2,3,0
434,38807,7696,0,0,1,0
387,31767,21101,0,2,3,0
506,28071,13831,1,2,1,0
428,73413,24047,0,2,3,0
302,46149,10004,1,2,4,0
420,35540,27705,2,0,1,0
684,121212,26509,2,2,1,0
337,90248,42170,2,1,2,0
640,141443,48555,0,0,1,0
320,111737,19662,0,0,3,0
541,130494,43680,0,1,4,0
754,138571,5394,1,3,4,1
602,105435,41365,1,2,2,0
368,39787,15524,1,0,3,0
428,40982,38097,0,2,3,0
495,139696,31673,1,2,0,0
439,42606,22156,0,1,1,0
743,147560,6645,0,1,2,0
582,30150,34049,1,1,4,0
611,105929,14815,0,2,0,0
834,137423,6848,2,0,3,0
576,122795,39329,0,0,1,0
360,132223,38541,1,3,4,0
618,66936,12311,0,2,0,0
351,113286,26563,1,3,3,0
452,28593,20203,1,3,4,0
610,37358,14290,2,3,4,0
843,102143,39818,0,3,3,0
688,57381,22131,2,3,3,0
847,141465,35143,0,2,2,0
476,110347,29509,0,1,4,1
661,48074,27244,0,3,3,0
613,40595,41741,1,0,0,0
396,64194,31898,0,2,1,1
512,69377,39383,1,3,2,0
436,46853,25138,1,0,3,0
305,93719,48262,0,3,1,0
408,40661,10506,2,1,2,0
846,70493,25605,0,2,4,1
338,138724,18054,1,1,1,0
724,126705,33231,0,0,2,0
560,56495,18861,0,3,3,0
725,33703,16587,0,1,3,0
386,73080,18515,0,1,2,0
764,50815,26675,0,3,4,0
375,49565,43622,0,2,2,0
770,83321,21600,0,0,0,0
713,137491,32892,0,2,2,0
756,78453,22743,0,0,2,0
584,108478,8774,1,0,3,0
538,128522,26801,0,1,4,0
671,53161,42695,1,3,2,0
794,75991,33853,0,2,1,0
344,134296,9429,0,1,3,0
700,127339,9606,0,1,3,0
546,29716,9478,0,1,2,0
749,127099,23280,0,2,1,0
784,53349,45134,0,1,2,0
317,67098,9427,1,3,1,0
588,128435,10361,1,1,3,0
713,20132,30475,0,1,1,0
534,71990,5641,1,0,2,0
715,133288,26730,0,1,0,0
798,88921,26113,0,2,0,1
414,56538,25011,0,2,1,0
533,120572,47853,1,3,2,0
839,119279,24659,1,2,4,1
310,125909,41818,1,2,0,0
505,27213,42321,0,1,3,0
546,144693,26309,0,3,2,0
426,64223,23688,1,2,2,0
446,111655,33176,0,3,0,0
417,88371,8343,0,3,4,0
681,88274,7056,0,0,3,0
711,127853,24192,0,0,4,0
662,24134,28476,0,1,3,0
808,111428,14416,0,2,0,0
436,59601,44994,0,1,2,0
474,93889,5886,0,1,3,0
588,35690,13584,0,3,2,0
780,21909,32766,0,3,1,0
318,111239,23830,0,3,1,0
494,100032,25289,0,1,0,0
629,32062,16530,0,2,0,0
474,95386,8591,0,1,0,0
748,113237,33342,1,1,1,0
653,54731,26395,1,1,3,0
798,25153,21738,0,0,4,0
440,30481,7631,0,0,0,0
392,119270,22905,1,2,4,0
538,86425,24056,0,0,4,0
504,83600,49138,0,1,1,1
732,104981,28546,0,0,3,0
544,91997,40447,0,0,1,0
616,124470,42190,0,1,0,1
594,48205,31014,2,2,1,0
581,108887,12463,1,0,1,0
316,101542,47381,0,1,1,0
370,64149,6780,0,1,0,0
568,69112,31107,0,1,0,0
624,30940,36587,0,3,1,0
604,79010,47192,0,1,1,0
750,96794,44339,0,0,4,1
306,44485,29968,0,0,3,1
613,109299,38593,0,1,4,0
402,144321,48923,0,3,3,0
492,125584,28660,2,3,3,0
828,21067,7395,0,3,1,0
470,40607,41913,2,0,4,0
836,129419,36848,0,3,3,0
550,81597,20779,0,2,3,0
686,146736,10492,0,2,0,0
506,94554,34722,0,3,3,0
840,68521,12111,0,2,1,0
715,132482,14984,2,1,2,0
679,35187,37016,2,3,0,0
443,122911,32640,0,3,2,0
324,23985,11792,0,3,1,0
372,63052,31924,0,1,2,1
392,39563,37577,0,1,3,0
804,67322,12711,0,3,2,1
635,122842,25012,0,0,4,0
724,81245,39333,0,0,1,0
798,71514,41435,0,2,4,0
663,38608,44227,0,1,2,0
498,124675,9096,0,2,4,0
712,87262,6019,0,2,0,0
638,112118,29312,2,3,2,0
728,91327,14476,0,0,4,0
438,77225,13254,1,2,3,0
841,93994,37419,1,3,2,0
356,141701,16584,2,1,0,0
531,37221,10965,1,2,3,0
734,68506,16464,0,0,2,0
683,40968,17439,1,1,3,0
493,147677,42489,0,3,2,1
833,102606,46176,0,1,2,0
817,47937,37963,2,2,1,1
484,82435,33440,1,1,4,0
591,69508,8273,2,1,2,0
634,146695,20330,1,1,0,0
415,61831,26494,1,0,4,0
348,62933,15886,1,2,1,0
381,67307,8212,1,3,4,1
632,68340,40523,0,0,4,0
634,122951,22905,2,2,2,0
831,128306,27058,1,3,0,0
520,106338,6080,1,3,2,0
622,63601,37675,0,3,0,1
302,95956,27007,0,2,0,0
505,92178,22105,0,3,3,0
339,105311,35279,2,3,2,0
358,48754,22946,0,0,1,0
806,63310,5639,0,3,4,0
421,89893,17502,0,1,3,1
